Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
,,,,,,,,,,,,,,,,,,,,,,,11457670031.73,
,,,,,,,,,,,,,,,,,,,,,,,11415439058.08,
,,,,,,,,,,,,,,,,,,,,,,,11353906710.77,
,,,,,,,,,,,,,,,,,,,,,,,11332566082.06,
,,,,,,,,,,,,,,,,,,,,,,,11272884949.18,
,,,,,,,,,,,,,,,,,,,,,,,11232909830.58,
,,,,,,,,,,,,,,,,,,,,,,,11212006425.61,
,,,,,,,,,,,,,,,,,,,,,,,11209848847.75,
,,,,,,,,,,,,,,,,,,,,,,,11226428029.87,
,,,,,,,,,,,,,,,,,,,,,,,11224241430.03,
,,,,,,,,,,,,,,,,,,,,,,,11240891528.70,
,,,,,,,,,,,,,,,,,,,,,,,11257628142.02,
,,,,,,,,,,,,,,,,,,,,,,,11255396735.78,
,,,,,,,,,,,,,,,,,,,,,,,11272203605.08,
,,,,,,,,,,,,,,,,,,,,,,,11269943465.23,
,,,,,,,,,,,,,,,,,,,,,,,11228402612.16,
,,,,,,,,,,,,,,,,,,,,,,,11167810739.67,
,,,,,,,,,,,,,,,,,,,,,,,11088502270.60,
,,,,,,,,,,,,,,,,,,,,,,,10991145591.14,
,,,,,,,,,,,,,,,,,,,,,,,10912956178.87,
,,,,,,,,,,,,,,,,,,,,,,,10817313834.77,
,,,,,,,,,,,,,,,,,,,,,,,10740300914.60,
,,,,,,,,,,,,,,,,,,,,,,,10646455175.88,
,,,,,,,,,,,,,,,,,,,,,,,10570679059.77,
,,,,,,,,,,,,,,,,,,,,,,,10512240695.88,
,,,,,,,,,,,,,,,,,,,,,,,10470745086.88,
,,,,,,,,,,,,,,,,,,,,,,,10412442932.84,
,,,,,,,,,,,,,,,,,,,,,,,10370935356.38,
,,,,,,,,,,,,,,,,,,,,,,,10312773095.25,
,,,,,,,,,,,,,,,,,,,,,,,10271254084.85,
,,,,,,,,,,,,,,,,,,,,,,,10246331524.28,
,,,,,,,,,,,,,,,,,,,,,,,10204769541.54,
,,,,,,,,,,,,,,,,,,,,,,,10179896447.53,
,,,,,,,,,,,,,,,,,,,,,,,10138291214.84,
,,,,,,,,,,,,,,,,,,,,,,,10113468409.41,
,,,,,,,,,,,,,,,,,,,,,,,10071819649.65,
,,,,,,,,,,,,,,,,,,,,,,,10047047974.12,
,,,,,,,,,,,,,,,,,,,,,,,10022357470.46,
,,,,,,,,,,,,,,,,,,,,,,,9980635781.80,
,,,,,,,,,,,,,,,,,,,,,,,9955998177.82,
,,,,,,,,,,,,,,,,,,,,,,,9914232494.93,
,,,,,,,,,,,,,,,,,,,,,,,9855381024.81,
,,,,,,,,,,,,,,,,,,,,,,,9779870625.83,
,,,,,,,,,,,,,,,,,,,,,,,9721449394.99,
,,,,,,,,,,,,,,,,,,,,,,,9646801035.76,
,,,,,,,,,,,,,,,,,,,,,,,9588830323.79,
,,,,,,,,,,,,,,,,,,,,,,,9515078927.62,
,,,,,,,,,,,,,,,,,,,,,,,9457580026.64,
,,,,,,,,,,,,,,,,,,,,,,,9415867319.41,
,,,,,,,,,,,,,,,,,,,,,,,9358539484.71,
,,,,,,,,,,,,,,,,,,,,,,,9286082486.34,
,,,,,,,,,,,,,,,,,,,,,,,9229260398.04,
,,,,,,,,,,,,,,,,,,,,,,,9157795437.03,
,,,,,,,,,,,,,,,,,,,,,,,9101503242.22,
,,,,,,,,,,,,,,,,,,,,,,,9031071108.70,
,,,,,,,,,,,,,,,,,,,,,,,8975334132.63,
,,,,,,,,,,,,,,,,,,,,,,,8933761316.45,
,,,,,,,,,,,,,,,,,,,,,,,8878237898.43,
,,,,,,,,,,,,,,,,,,,,,,,8836667929.83,
,,,,,,,,,,,,,,,,,,,,,,,8781364688.16,
,,,,,,,,,,,,,,,,,,,,,,,8739799092.57,
,,,,,,,,,,,,,,,,,,,,,,,8684722911.73,
,,,,,,,,,,,,,,,,,,,,,,,8643163314.87,
,,,,,,,,,,,,,,,,,,,,,,,8615016389.90,
,,,,,,,,,,,,,,,,,,,,,,,8573393177.92,
,,,,,,,,,,,,,,,,,,,,,,,8545270811.49,
,,,,,,,,,,,,,,,,,,,,,,,8503583186.22,
,,,,,,,,,,,,,,,,,,,,,,,8475485948.79,
,,,,,,,,,,,,,,,,,,,,,,,8433733098.13,
,,,,,,,,,,,,,,,,,,,,,,,8405661578.61,
,,,,,,,,,,,,,,,,,,,,,,,8391651785.06,
,,,,,,,,,,,,,,,,,,,,,,,8392568414.23,
,,,,,,,,,,,,,,,,,,,,,,,8409749341.34,
,,,,,,,,,,,,,,,,,,,,,,,8413564457.54,
,,,,,,,,,,,,,,,,,,,,,,,8434671364.01,
,,,,,,,,,,,,,,,,,,,,,,,8441366069.30,
,,,,,,,,,,,,,,,,,,,,,,,8466357304.15,
,,,,,,,,,,,,,,,,,,,,,,,8475905968.50,
,,,,,,,,,,,,,,,,,,,,,,,8504731209.59,
,,,,,,,,,,,,,,,,,,,,,,,8554498158.60,
,,,,,,,,,,,,,,,,,,,,,,,8588192160.74,
,,,,,,,,,,,,,,,,,,,,,,,8604153228.16,
,,,,,,,,,,,,,,,,,,,,,,,8601168703.66,
,,,,,,,,,,,,,,,,,,,,,,,8578443496.05,
,,,,,,,,,,,,,,,,,,,,,,,8576203942.29,
,,,,,,,,,,,,,,,,,,,,,,,8553830413.04,
,,,,,,,,,,,,,,,,,,,,,,,8552340458.96,
,,,,,,,,,,,,,,,,,,,,,,,8530323730.09,
,,,,,,,,,,,,,,,,,,,,,,,8529587747.52,
,,,,,,,,,,,,,,,,,,,,,,,8507932866.74,
,,,,,,,,,,,,,,,,,,,,,,,8464960615.26,
,,,,,,,,,,,,,,,,,,,,,,,8443405082.94,
,,,,,,,,,,,,,,,,,,,,,,,8400393265.49,
,,,,,,,,,,,,,,,,,,,,,,,8378939004.06,
,,,,,,,,,,,,,,,,,,,,,,,8335887806.33,
,,,,,,,,,,,,,,,,,,,,,,,8314536788.72,
,,,,,,,,,,,,,,,,,,,,,,,8271446420.78,
,,,,,,,,,,,,,,,,,,,,,,,8250200672.01,
,,,,,,,,,,,,,,,,,,,,,,,8212055553.64,
,,,,,,,,,,,,,,,,,,,,,,,8197039606.06,
,,,,,,,,,,,,,,,,,,,,,,,8160337722.75,
,,,,,,,,,,,,,,,,,,,,,,,8101123145.30,
,,,,,,,,,,,,,,,,,,,,,,,8065340464.65,
,,,,,,,,,,,,,,,,,,,,,,,8006623077.08,
,,,,,,,,,,,,,,,,,,,,,,,7924501890.00,
,,,,,,,,,,,,,,,,,,,,,,,7818872822.96,
,,,,,,,,,,,,,,,,,,,,,,,7736683069.06,
,,,,,,,,,,,,,,,,,,,,,,,7631040620.58,
,,,,,,,,,,,,,,,,,,,,,,,7548779183.52,
,,,,,,,,,,,,,,,,,,,,,,,7490007551.69,
,,,,,,,,,,,,,,,,,,,,,,,7407746055.91,
,,,,,,,,,,,,,,,,,,,,,,,7349185580.10,
,,,,,,,,,,,,,,,,,,,,,,,7266927757.66,
,,,,,,,,,,,,,,,,,,,,,,,7208589417.29,
,,,,,,,,,,,,,,,,,,,,,,,7126339444.03,
,,,,,,,,,,,,,,,,,,,,,,,7068235013.26,
,,,,,,,,,,,,,,,,,,,,,,,7034825562.11,
,,,,,,,,,,,,,,,,,,,,,,,7027072459.99,
,,,,,,,,,,,,,,,,,,,,,,,7046324129.37,
,,,,,,,,,,,,,,,,,,,,,,,7042010627.80,
,,,,,,,,,,,,,,,,,,,,,,,7065695530.70,
,,,,,,,,,,,,,,,,,,,,,,,7064809814.77,
,,,,,,,,,,,,,,,,,,,,,,,7092874904.91,
,,,,,,,,,,,,,,,,,,,,,,,7095393823.15,
,,,,,,,,,,,,,,,,,,,,,,,7127772438.15,
,,,,,,,,,,,,,,,,,,,,,,,7133661969.86,
,,,,,,,,,,,,,,,,,,,,,,,7170274812.43,
,,,,,,,,,,,,,,,,,,,,,,,7179490696.40,
,,,,,,,,,,,,,,,,,,,,,,,7220246980.25,
,,,,,,,,,,,,,,,,,,,,,,,7232735480.64,
,,,,,,,,,,,,,,,,,,,,,,,7277534202.71,
,,,,,,,,,,,,,,,,,,,,,,,7293232984.69,
,,,,,,,,,,,,,,,,,,,,,,,7341964283.34,
,,,,,,,,,,,,,,,,,,,,,,,7360803368.89,
,,,,,,,,,,,,,,,,,,,,,,,7348774529.96,
,,,,,,,,,,,,,,,,,,,,,,,7370067831.96,
,,,,,,,,,,,,,,,,,,,,,,,7359936410.09,
,,,,,,,,,,,,,,,,,,,,,,,7383664245.12,
,,,,,,,,,,,,,,,,,,,,,,,7375429992.89,
,,,,,,,,,,,,,,,,,,,,,,,7401568524.06,
,,,,,,,,,,,,,,,,,,,,,,,7395227809.67,
,,,,,,,,,,,,,,,,,,,,,,,7355751330.13,
,,,,,,,,,,,,,,,,,,,,,,,7282657856.19,
,,,,,,,,,,,,,,,,,,,,,,,7175623959.21,
,,,,,,,,,,,,,,,,,,,,,,,7102825014.57,
,,,,,,,,,,,,,,,,,,,,,,,6995923597.96,
,,,,,,,,,,,,,,,,,,,,,,,6923440327.45,
,,,,,,,,,,,,,,,,,,,,,,,6816687476.26,
,,,,,,,,,,,,,,,,,,,,,,,6675473427.45,
,,,,,,,,,,,,,,,,,,,,,,,6499756463.85,
,,,,,,,,,,,,,,,,,,,,,,,6289659366.67,
,,,,,,,,,,,,,,,,,,,,,,,6045500373.50,
,,,,,,,,,,,,,,,,,,,,,,,5767847705.09,
,,,,,,,,,,,,,,,,,,,,,,,5457610662.06,
,,,,,,,,,,,,,,,,,,,,,,,5182476716.26,
,,,,,,,,,,,,,,,,,,,,,,,4941663125.01,
,,,,,,,,,,,,,,,,,,,,,,,4734445954.62,
,,,,,,,,,,,,,,,,,,,,,,,4495275731.86,
,,,,,,,,,,,,,,,,,,,,,,,4225417210.12,
,,,,,,,,,,,,,,,,,,,,,,,3989366957.06,
,,,,,,,,,,,,,,,,,,,,,,,3724369965.26,
,,,,,,,,,,,,,,,,,,,,,,,3492905347.85,
,,,,,,,,,,,,,,,,,,,,,,,3293462906.80,
,,,,,,,,,,,,,,,,,,,,,,,3124607372.32,
,,,,,,,,,,,,,,,,,,,,,,,2928252511.29,
,,,,,,,,,,,,,,,,,,,,,,,2734345930.59,
,,,,,,,,,,,,,,,,,,,,,,,2517385386.78,
,,,,,,,,,,,,,,,,,,,,,,,2331579430.61,
,,,,,,,,,,,,,,,,,,,,,,,2174014538.78,
,,,,,,,,,,,,,,,,,,,,,,,2041876034.70,
,,,,,,,,,,,,,,,,,,,,,,,1932878144.67,
,,,,,,,,,,,,,,,,,,,,,,,1845755395.33,
,,,,,,,,,,,,,,,,,,,,,,,1780736095.99,
,,,,,,,,,,,,,,,,,,,,,,,1692746888.87,
,,,,,,,,,,,,,,,,,,,,,,,1627641532.27,
,,,,,,,,,,,,,,,,,,,,,,,1538684414.58,
,,,,,,,,,,,,,,,,,,,,,,,1473534298.47,
,,,,,,,,,,,,,,,,,,,,,,,1383498489.89,
,,,,,,,,,,,,,,,,,,,,,,,1318381531.82,
,,,,,,,,,,,,,,,,,,,,,,,1281214525.76,
,,,,,,,,,,,,,,,,,,,,,,,1277221092.02,
,,,,,,,,,,,,,,,,,,,,,,,1249186202.71,
,,,,,,,,,,,,,,,,,,,,,,,1228107373.07,
,,,,,,,,,,,,,,,,,,,,,,,1174649786.61,
,,,,,,,,,,,,,,,,,,,,,,,1153580105.60,
,,,,,,,,,,,,,,,,,,,,,,,1098964128.41,
,,,,,,,,,,,,,,,,,,,,,,,1077977138.62,
,,,,,,,,,,,,,,,,,,,,,,,1022251995.38,
,,,,,,,,,,,,,,,,,,,,,,,930302172.31,
,,,,,,,,,,,,,,,,,,,,,,,872276020.02,
,,,,,,,,,,,,,,,,,,,,,,,776908501.19,
,,,,,,,,,,,,,,,,,,,,,,,715812329.79,
,,,,,,,,,,,,,,,,,,,,,,,615856699.34,
,,,,,,,,,,,,,,,,,,,,,,,541444042.85,
,,,,,,,,,,,,,,,,,,,,,,,498726530.72,
,,,,,,,,,,,,,,,,,,,,,,,487531465.31,
,,,,,,,,,,,,,,,,,,,,,,,432259944.19,
,,,,,,,,,,,,,,,,,,,,,,,330254923.51,
,,,,,,,,,,,,,,,,,,,,,,,252301140.91,
,,,,,,,,,,,,,,,,,,,,,,,111670916.20,
,,,,,,,,,,,,,,,,,,,,,,,124243805.34,
,,,,,,,,,,,,,,,,,,,,,,,212207221.79,
,,,,,,,,,,,,,,,,,,,,,,,225893189.87,
,,,,,,,,,,,,,,,,,,,,,,,168729758.30,
,,,,,,,,,,,,,,,,,,,,,,,92751308.43,
,,,,,,,,,,,,,,,,,,,,,,,135504981.27,
,,,,,,,,,,,,,,,,,,,,,,,301007840.75,
,,,,,,,,,,,,,,,,,,,,,,,411428496.74,
,,,,,,,,,,,,,,,,,,,,,,,476119803.81,
,,,,,,,,,,,,,,,,,,,,,,,570667015.56,
,,,,,,,,,,,,,,,,,,,,,,,624500248.69,
,,,,,,,,,,,,,,,,,,,,,,,710063579.32,
,,,,,,,,,,,,,,,,,,,,,,,757191726.81,
,,,,,,,,,,,,,,,,,,,,,,,836709724.17,
,,,,,,,,,,,,,,,,,,,,,,,879120363.96,
,,,,,,,,,,,,,,,,,,,,,,,954176697.35,
,,,,,,,,,,,,,,,,,,,,,,,993011060.64,
,,,,,,,,,,,,,,,,,,,,,,,1064579873.30,
,,,,,,,,,,,,,,,,,,,,,,,1100568555.92,
,,,,,,,,,,,,,,,,,,,,,,,1135460001.24,
,,,,,,,,,,,,,,,,,,,,,,,1204325100.04,
,,,,,,,,,,,,,,,,,,,,,,,1237908610.39,
,,,,,,,,,,,,,,,,,,,,,,,1303193782.45,
,,,,,,,,,,,,,,,,,,,,,,,1332416445.41,
,,,,,,,,,,,,,,,,,,,,,,,1363035550.01,
,,,,,,,,,,,,,,,,,,,,,,,1428654983.27,
,,,,,,,,,,,,,,,,,,,,,,,1458375524.51,
,,,,,,,,,,,,,,,,,,,,,,,1451551580.07,
,,,,,,,,,,,,,,,,,,,,,,,1408079426.28,
,,,,,,,,,,,,,,,,,,,,,,,1360971490.79,
,,,,,,,,,,,,,,,,,,,,,,,1280899875.41,
,,,,,,,,,,,,,,,,,,,,,,,1169404966.01,
,,,,,,,,,,,,,,,,,,,,,,,1092079857.13,
,,,,,,,,,,,,,,,,,,,,,,,1046713502.54,
,,,,,,,,,,,,,,,,,,,,,,,1031918014.21,
,,,,,,,,,,,,,,,,,,,,,,,1051509386.08,
,,,,,,,,,,,,,,,,,,,,,,,1106197728.40,
,,,,,,,,,,,,,,,,,,,,,,,1123576436.04,
,,,,,,,,,,,,,,,,,,,,,,,1170336851.58,
,,,,,,,,,,,,,,,,,,,,,,,1185269834.33,
,,,,,,,,,,,,,,,,,,,,,,,1236142530.16,
,,,,,,,,,,,,,,,,,,,,,,,1323870733.22,
,,,,,,,,,,,,,,,,,,,,,,,1449472629.64,
,,,,,,,,,,,,,,,,,,,,,,,1613820285.13,
,,,,,,,,,,,,,,,,,,,,,,,1805757013.88,
,,,,,,,,,,,,,,,,,,,,,,,1971036861.74,
,,,,,,,,,,,,,,,,,,,,,,,2162643164.37,
,,,,,,,,,,,,,,,,,,,,,,,2328392922.38,
,,,,,,,,,,,,,,,,,,,,,,,2533287476.75,
,,,,,,,,,,,,,,,,,,,,,,,2777533755.99,
,,,,,,,,,,,,,,,,,,,,,,,3061262091.88,
,,,,,,,,,,,,,,,,,,,,,,,3384540785.70,
,,,,,,,,,,,,,,,,,,,,,,,3685541680.27,
,,,,,,,,,,,,,,,,,,,,,,,4010000695.32,
,,,,,,,,,,,,,,,,,,,,,,,4312763148.50,
,,,,,,,,,,,,,,,,,,,,,,,4595153286.76,
,,,,,,,,,,,,,,,,,,,,,,,4839991583.38,
,,,,,,,,,,,,,,,,,,,,,,,5046957541.15,
,,,,,,,,,,,,,,,,,,,,,,,5215850706.50,
,,,,,,,,,,,,,,,,,,,,,,,5346552944.68,
,,,,,,,,,,,,,,,,,,,,,,,5439007194.43,
,,,,,,,,,,,,,,,,,,,,,,,5493206104.35,
,,,,,,,,,,,,,,,,,,,,,,,5509187266.25,
,,,,,,,,,,,,,,,,,,,,,,,5487033565.04,
,,,,,,,,,,,,,,,,,,,,,,,5426878323.51,
,,,,,,,,,,,,,,,,,,,,,,,5383943365.93,
,,,,,,,,,,,,,,,,,,,,,,,5357286503.79,
,,,,,,,,,,,,,,,,,,,,,,,5346656949.28,
,,,,,,,,,,,,,,,,,,,,,,,5319860468.28,
,,,,,,,,,,,,,,,,,,,,,,,5277153196.76,
,,,,,,,,,,,,,,,,,,,,,,,5250387457.57,
,,,,,,,,,,,,,,,,,,,,,,,5184585309.34,
,,,,,,,,,,,,,,,,,,,,,,,5079793118.06,
,,,,,,,,,,,,,,,,,,,,,,,4936075877.05,
,,,,,,,,,,,,,,,,,,,,,,,4831384473.44,
,,,,,,,,,,,,,,,,,,,,,,,4765651145.30,
,,,,,,,,,,,,,,,,,,,,,,,4738816580.35,
,,,,,,,,,,,,,,,,,,,,,,,4750835269.97,
,,,,,,,,,,,,,,,,,,,,,,,4801679542.43,
,,,,,,,,,,,,,,,,,,,,,,,4891341559.54,
,,,,,,,,,,,,,,,,,,,,,,,5019832987.96,
,,,,,,,,,,,,,,,,,,,,,,,5187182551.24,
,,,,,,,,,,,,,,,,,,,,,,,5393432069.13,
,,,,,,,,,,,,,,,,,,,,,,,5599682491.62,
,,,,,,,,,,,,,,,,,,,,,,,5844895454.53,
,,,,,,,,,,,,,,,,,,,,,,,6129120614.47,
,,,,,,,,,,,,,,,,,,,,,,,6452407976.76,
,,,,,,,,,,,,,,,,,,,,,,,6814805080.20,
,,,,,,,,,,,,,,,,,,,,,,,7193279698.58,
,,,,,,,,,,,,,,,,,,,,,,,7588726695.02,
,,,,,,,,,,,,,,,,,,,,,,,7968443437.58,
,,,,,,,,,,,,,,,,,,,,,,,8365623232.32,
,,,,,,,,,,,,,,,,,,,,,,,8746227766.10,
,,,,,,,,,,,,,,,,,,,,,,,9144727635.92,
,,,,,,,,,,,,,,,,,,,,,,,9525983028.38,
,,,,,,,,,,,,,,,,,,,,,,,9868192605.17,
,,,,,,,,,,,,,,,,,,,,,,,10171314318.96,
,,,,,,,,,,,,,,,,,,,,,,,10435315777.01,
,,,,,,,,,,,,,,,,,,,,,,,10660171655.80,
,,,,,,,,,,,,,,,,,,,,,,,10845861908.25,
,,,,,,,,,,,,,,,,,,,,,,,10992370495.61,
,,,,,,,,,,,,,,,,,,,,,,,11099684475.33,
,,,,,,,,,,,,,,,,,,,,,,,11167793335.78,
,,,,,,,,,,,,,,,,,,,,,,,11196688506.20,
,,,,,,,,,,,,,,,,,,,,,,,11206783571.85,
,,,,,,,,,,,,,,,,,,,,,,,11177613603.53,
,,,,,,,,,,,,,,,,,,,,,,,11109181379.99,
,,,,,,,,,,,,,,,,,,,,,,,11001490143.07,
,,,,,,,,,,,,,,,,,,,,,,,10854543733.06,
,,,,,,,,,,,,,,,,,,,,,,,10668346766.16,
,,,,,,,,,,,,,,,,,,,,,,,10442904871.17,
,,,,,,,,,,,,,,,,,,,,,,,10178225011.02,
,,,,,,,,,,,,,,,,,,,,,,,9874315927.88,
,,,,,,,,,,,,,,,,,,,,,,,9552167581.93,
,,,,,,,,,,,,,,,,,,,,,,,9212423414.30,
,,,,,,,,,,,,,,,,,,,,,,,8856240788.51,
,,,,,,,,,,,,,,,,,,,,,,,8485416752.71,
,,,,,,,,,,,,,,,,,,,,,,,8102562417.37,
,,,,,,,,,,,,,,,,,,,,,,,7701698594.52,
,,,,,,,,,,,,,,,,,,,,,,,7319992617.78,
,,,,,,,,,,,,,,,,,,,,,,,6981034874.79,
,,,,,,,,,,,,,,,,,,,,,,,6684922745.73,
,,,,,,,,,,,,,,,,,,,,,,,6431635304.90,
,,,,,,,,,,,,,,,,,,,,,,,6221006507.25,
,,,,,,,,,,,,,,,,,,,,,,,6052706432.40,
,,,,,,,,,,,,,,,,,,,,,,,5926235681.01,
,,,,,,,,,,,,,,,,,,,,,,,5811119316.12,
,,,,,,,,,,,,,,,,,,,,,,,5705132179.59,
,,,,,,,,,,,,,,,,,,,,,,,5637048269.46,
,,,,,,,,,,,,,,,,,,,,,,,5606380007.82,
,,,,,,,,,,,,,,,,,,,,,,,5612697393.61,
,,,,,,,,,,,,,,,,,,,,,,,5655657855.40,
,,,,,,,,,,,,,,,,,,,,,,,5703991122.72,
,,,,,,,,,,,,,,,,,,,,,,,5721393928.32,
,,,,,,,,,,,,,,,,,,,,,,,5744930392.73,
,,,,,,,,,,,,,,,,,,,,,,,5806163595.16,
,,,,,,,,,,,,,,,,,,,,,,,5875979410.84,
,,,,,,,,,,,,,,,,,,,,,,,5956721028.54,
,,,,,,,,,,,,,,,,,,,,,,,6032216459.00,
,,,,,,,,,,,,,,,,,,,,,,,6120180898.41,
,,,,,,,,,,,,,,,,,,,,,,,6200903819.77,
,,,,,,,,,,,,,,,,,,,,,,,6295533580.35,
,,,,,,,,,,,,,,,,,,,,,,,6406634396.73,
,,,,,,,,,,,,,,,,,,,,,,,6537191088.29,
,,,,,,,,,,,,,,,,,,,,,,,6659605950.67,
,,,,,,,,,,,,,,,,,,,,,,,6803007832.92,
,,,,,,,,,,,,,,,,,,,,,,,6935461446.89,
,,,,,,,,,,,,,,,,,,,,,,,7054040021.03,
,,,,,,,,,,,,,,,,,,,,,,,7156587129.53,
,,,,,,,,,,,,,,,,,,,,,,,7279357366.64,
,,,,,,,,,,,,,,,,,,,,,,,7424090003.73,
,,,,,,,,,,,,,,,,,,,,,,,7611505802.81,
,,,,,,,,,,,,,,,,,,,,,,,7820239785.28,
,,,,,,,,,,,,,,,,,,,,,,,8009303305.63,
,,,,,,,,,,,,,,,,,,,,,,,8199202807.90,
,,,,,,,,,,,,,,,,,,,,,,,8367931197.10,
,,,,,,,,,,,,,,,,,,,,,,,8519877491.76,
,,,,,,,,,,,,,,,,,,,,,,,8695138927.18,
,,,,,,,,,,,,,,,,,,,,,,,8848837056.23,
,,,,,,,,,,,,,,,,,,,,,,,9019130422.38,
,,,,,,,,,,,,,,,,,,,,,,,9166446611.76,
,,,,,,,,,,,,,,,,,,,,,,,9336929062.88,
,,,,,,,,,,,,,,,,,,,,,,,9484255037.11,
,,,,,,,,,,,,,,,,,,,,,,,9654909248.50,
,,,,,,,,,,,,,,,,,,,,,,,9802240519.98,
,,,,,,,,,,,,,,,,,,,,,,,9973051271.69,
,,,,,,,,,,,,,,,,,,,,,,,10167703217.44,
,,,,,,,,,,,,,,,,,,,,,,,10338887810.33,
,,,,,,,,,,,,,,,,,,,,,,,10534212762.47,
,,,,,,,,,,,,,,,,,,,,,,,10705727874.39,
,,,,,,,,,,,,,,,,,,,,,,,10901661488.54,
,,,,,,,,,,,,,,,,,,,,,,,11073469743.13,
,,,,,,,,,,,,,,,,,,,,,,,11269955645.99,
,,,,,,,,,,,,,,,,,,,,,,,11505556977.27,
,,,,,,,,,,,,,,,,,,,,,,,11766385039.71,
,,,,,,,,,,,,,,,,,,,,,,,12002628845.63,
,,,,,,,,,,,,,,,,,,,,,,,12213860880.50,
,,,,,,,,,,,,,,,,,,,,,,,12450413999.78,
,,,,,,,,,,,,,,,,,,,,,,,12661758264.34,
,,,,,,,,,,,,,,,,,,,,,,,12898590682.26,
,,,,,,,,,,,,,,,,,,,,,,,13110032509.64,
,,,,,,,,,,,,,,,,,,,,,,,13347118053.81,
,,,,,,,,,,,,,,,,,,,,,,,13558644903.95,
,,,,,,,,,,,,,,,,,,,,,,,13744482614.38,
,,,,,,,,,,,,,,,,,,,,,,,13904698650.53,
,,,,,,,,,,,,,,,,,,,,,,,14039546515.72,
,,,,,,,,,,,,,,,,,,,,,,,14136060882.11,
,,,,,,,,,,,,,,,,,,,,,,,14194144399.39,
,,,,,,,,,,,,,,,,,,,,,,,14213715732.38,
,,,,,,,,,,,,,,,,,,,,,,,14194707028.38,
,,,,,,,,,,,,,,,,,,,,,,,14137061973.82,
,,,,,,,,,,,,,,,,,,,,,,,14040734324.56,
,,,,,,,,,,,,,,,,,,,,,,,13905686830.32,
,,,,,,,,,,,,,,,,,,,,,,,13731890502.32,
,,,,,,,,,,,,,,,,,,,,,,,13519324198.39,
,,,,,,,,,,,,,,,,,,,,,,,13267974523.23,
,,,,,,,,,,,,,,,,,,,,,,,12977836067.80,
,,,,,,,,,,,,,,,,,,,,,,,12648912043.76,
,,,,,,,,,,,,,,,,,,,,,,,12281215411.79,
,,,,,,,,,,,,,,,,,,,,,,,11874770666.31,
,,,,,,,,,,,,,,,,,,,,,,,11468357454.26,
,,,,,,,,,,,,,,,,,,,,,,,11023252612.10,
,,,,,,,,,,,,,,,,,,,,,,,10539518299.61,
,,,,,,,,,,,,,,,,,,,,,,,10094593823.68,
,,,,,,,,,,,,,,,,,,,,,,,9611115657.63,
,,,,,,,,,,,,,,,,,,,,,,,9153357402.28,
,,,,,,,,,,,,,,,,,,,,,,,8722127477.66,
,,,,,,,,,,,,,,,,,,,,,,,8318709305.36,
,,,,,,,,,,,,,,,,,,,,,,,7944945913.42,
,,,,,,,,,,,,,,,,,,,,,,,7603318027.71,
,,,,,,,,,,,,,,,,,,,,,,,7305802885.77,
,,,,,,,,,,,,,,,,,,,,,,,7052203858.80,
,,,,,,,,,,,,,,,,,,,,,,,6842122660.22,
,,,,,,,,,,,,,,,,,,,,,,,6674946998.36,
,,,,,,,,,,,,,,,,,,,,,,,6549856491.75,
,,,,,,,,,,,,,,,,,,,,,,,6465849504.50,
,,,,,,,,,,,,,,,,,,,,,,,6421790176.74,
,,,,,,,,,,,,,,,,,,,,,,,6416471221.31,
,,,,,,,,,,,,,,,,,,,,,,,6380671223.83,
,,,,,,,,,,,,,,,,,,,,,,,6381397519.59,
,,,,,,,,,,,,,,,,,,,,,,,6419992509.05,
,,,,,,,,,,,,,,,,,,,,,,,6497831207.65,
,,,,,,,,,,,,,,,,,,,,,,,6584179403.41,
,,,,,,,,,,,,,,,,,,,,,,,6708905519.98,
,,,,,,,,,,,,,,,,,,,,,,,6869702073.42,
,,,,,,,,,,,,,,,,,,,,,,,6997475926.19,
,,,,,,,,,,,,,,,,,,,,,,,7091157319.25,
,,,,,,,,,,,,,,,,,,,,,,,7149902765.15,
,,,,,,,,,,,,,,,,,,,,,,,7173039800.13,
,,,,,,,,,,,,,,,,,,,,,,,7226272214.86,
,,,,,,,,,,,,,,,,,,,,,,,7317970739.02,
,,,,,,,,,,,,,,,,,,,,,,,7448497476.31,
,,,,,,,,,,,,,,,,,,,,,,,7542258812.90,
,,,,,,,,,,,,,,,,,,,,,,,7675006729.27,
,,,,,,,,,,,,,,,,,,,,,,,7770658117.57,
,,,,,,,,,,,,,,,,,,,,,,,7828877550.92,
,,,,,,,,,,,,,,,,,,,,,,,7849397236.21,
,,,,,,,,,,,,,,,,,,,,,,,7908807779.19,
,,,,,,,,,,,,,,,,,,,,,,,7968834319.17,
,,,,,,,,,,,,,,,,,,,,,,,7990915623.84,
,,,,,,,,,,,,,,,,,,,,,,,8052068255.37,
,,,,,,,,,,,,,,,,,,,,,,,8075133866.83,
,,,,,,,,,,,,,,,,,,,,,,,8137372797.30,
,,,,,,,,,,,,,,,,,,,,,,,8161396139.49,
,,,,,,,,,,,,,,,,,,,,,,,8224682491.69,
,,,,,,,,,,,,,,,,,,,,,,,8327370629.08,
