Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
3009602991531.67,2083058244299.60,2143165476000.72,901668771470.60,1559382553453.03,662998334117.16,1398207249654.41,2152650483155.72,2148667815768.36,,,3238768246897.89,804043994376.85,1657701037446.91,2834287553227.62,1058761292780.39,1279453802666.74,1056513093872.47,532662749301.46,637916691997.23,945214571232.23,207580839438.26,490652363101.01,283898284354.15,2434306249916.40
3010849405287.98,2088608286762.93,2146263307798.63,903472745908.59,1560355417321.31,666450385725.45,1401803146237.06,2157646200259.24,2152183943104.08,,,3246975656934.04,803552679224.03,1660054032128.44,2840865798929.14,1061195781598.85,1281907746632.32,1060880068273.97,532865569071.97,640149557038.49,946898154126.52,206853150384.25,490477882976.60,284337894972.32,2433992408285.37
3012113847380.92,2094124675431.22,2149361334723.56,905297891924.68,1561358326026.85,669904729849.87,1405427171343.57,2162618671045.69,2155709799725.86,,,3255182127674.72,803103597637.65,1662403733467.32,2847480871526.20,1063644050274.61,1284385500182.51,1065226340950.77,533104036852.69,642401540504.06,948545691129.37,206091690491.27,490272046045.95,284760247499.91,2433640295509.57
3013364720229.05,2099607434225.48,2152455378467.35,907144546186.74,1562391279519.52,673326783305.92,1409079357727.45,2167567910419.11,2159245294254.04,,,3263389323267.36,802696807487.29,1664754073988.31,2854126583647.33,1066106099971.06,1286887074561.28,1069551931460.62,533345960913.59,644692830581.26,950197831254.49,205296587545.94,490102404850.58,285165477111.44,2433249913153.33
3014602114110.22,2105056587402.94,2155545475499.94,909002835002.87,1563431099490.79,676716607527.88,1412693935766.18,2172493934531.90,2162781913517.25,,,3271597238251.25,802332365846.01,1667101212702.22,2860809122135.02,1068554371779.13,1289373529956.94,1073856862158.75,533591403782.01,646944891145.19,951854559818.83,204467977304.37,489901455342.18,285553731321.43,2432871082141.41
3015818473148.79,2110472159556.53,2158631664204.50,910883033258.57,1564477787027.30,680074264940.38,1416336728362.48,2177396760772.39,2166328048834.29,,,3279805867219.89,802010328958.19,1669445221880.30,2867528495444.66,1070988864547.38,1291883837131.41,1078141158146.00,533840436468.45,649177871175.43,953515867027.91,203606003871.53,489669229538.69,285925169984.89,2432503797124.91
3017013712878.02,2115854286662.83,2161749874830.44,912785477287.55,1565531346077.91,683399818963.21,1420007771128.93,2182276407752.71,2169883614310.21,,,3288015204820.30,801730752208.01,1671786176138.71,2874284712146.58,1073409580914.32,1294418014157.50,1082404847219.10,534093138442.31,651391751708.27,955172609796.98,202710820109.61,489405762972.72,286279965307.93,2432148054489.54
3018211138818.65,2121270866027.25,2164904253089.20,914699882330.85,1566584904955.08,686693334016.70,1423707100880.91,2187132895297.09,2173448526617.20,,,3296225245752.35,801493690088.29,1674124152423.54,2881010620365.02,1075816527265.85,1296976081217.04,1086647959822.68,534349597606.80,653586519442.92,956824797785.85,201782588077.13,489111094722.57,286618301868.20,2431803852357.12
3019449760787.29,2126721922670.48,2168027131718.10,916626173407.49,1567675389020.75,690021139030.97,1427434755613.92,2191966244430.41,2177022704977.27,,,3304435984768.17,801299196170.13,1676459229995.86,2887706236799.79,1078209713693.99,1299558060576.56,1090870529003.39,534609910272.87,655762166642.04,958472445349.95,200821479501.27,488785267446.73,286940376644.88,2431471190586.92
3020667113847.46,2132207481855.50,2171118485833.34,918564275701.92,1568765874582.91,693316926388.48,1431190774480.74,2196776477367.20,2180606071144.84,,,3312647416671.46,801147323073.04,1678795190808.72,2894371578643.39,1080627889893.83,1302163976562.74,1095072590365.58,534874181132.24,657937816138.50,960124671343.41,199827676285.61,488459642861.95,287246399057.77,2431150070776.91
3021902121120.68,2137727569080.51,2174178291450.23,920514114571.94,1569886403272.06,696580760904.12,1434919178767.73,2201563617500.87,2184182002568.31,,,3320859536316.89,801025032226.28,1681132031186.56,2901006663577.23,1083071069628.09,1304746149617.22,1099254182028.91,535142523229.35,660113467931.78,961772367867.65,198801371056.09,488134221372.40,287536591015.24,2430840496264.88
3023115689746.72,2143282210071.74,2177206525473.28,922437426407.08,1570970002855.78,699812708412.07,1438647946568.53,2206335101550.02,2187750568278.11,,,3329072338609.48,800932127367.77,1683469747472.84,2907611509767.79,1085528037140.11,1307343499145.65,1103415344587.50,535415057932.28,662269995432.26,963424631503.03,197742767747.90,487809003383.07,287845298406.24,2430542472129.40
3024307740479.30,2148803408418.68,2180230906209.23,924410483065.13,1572016671644.38,703047757005.76,1442405111788.23,2211083505127.02,2191311838892.10,,,3337285818503.96,800868414672.99,1685808336029.95,2914186135862.98,1087998776175.88,1309964789276.00,1107556121070.68,535688253993.00,664407401742.80,965072376551.31,196652082236.56,487483989299.80,288194462644.24,2430256005190.74
3025478195268.23,2154291190331.81,2183251470864.98,926395054100.93,1573033297822.29,706251102306.21,1446152885149.56,2215808852442.50,2194865886605.02,,,3345499971004.22,800833702827.25,1688147793239.09,2920730560988.68,1090483274350.16,1312610043585.96,1111676556905.37,535958408873.56,666544814453.51,966724677471.06,195529543016.46,487159179529.26,288584060339.92,2429981104011.54
3026689535766.92,2159745582345.62,2186268258538.41,928391065634.97,1574012993088.76,709488739647.46,1449929148015.15,2220511168866.00,2198412785178.12,,,3353747800223.69,800827803096.23,1690488115500.12,2927268918029.35,1092981523104.36,1315240347335.08,1115778603666.39,536225399860.62,668682233524.77,968345472511.32,194375391930.59,486834574478.95,289014067262.27,2429717778897.50
3027879169089.83,2165200657813.37,2189249485624.46,930398443997.70,1574955755797.97,712694695951.15,1453733942766.06,2225236861578.17,2201952609928.92,,,3361996273453.59,800850529394.67,1692829299231.52,2933801174167.12,1095493517664.14,1317855733155.90,1119862209490.76,536489113055.80,670800545197.49,969961757443.75,193189884955.53,486510174557.20,289484458378.10,2429466041897.85
3029047019741.05,2170690441179.66,2192227001694.27,932417115736.31,1575905409265.14,715869040329.88,1457567312841.84,2229939539110.61,2205485437721.09,,,3370245385960.06,800901698353.18,1695171340870.23,2940327298411.38,1098019256997.03,1320447360030.98,1123927326480.13,536749443346.95,672899762869.43,971582578253.70,191973293046.01,486185980173.18,289995207892.83,2429176058185.32
3030193013399.12,2176214959987.71,2195172994885.33,934447007621.28,1576861960103.37,719011842934.83,1461410877313.27,2234619227782.17,2209011346954.58,,,3378495133055.14,800981129383.18,1697514236871.54,2946847261577.83,1100558743769.86,1323078048951.51,1127973910621.16,536978199667.10,674999004562.71,973198897846.51,190725903043.81,485861991736.89,290529672052.67,2428847824650.70
3031317076909.49,2181774241964.18,2198115316117.48,936500124557.14,1577825417751.80,722156020493.29,1465264568704.00,2239275955049.44,2212530417555.75,,,3386745510096.19,801077311620.40,1699857983709.01,2953361036267.95,1103084487815.32,1325684936239.50,1132000123646.91,537203479292.98,677098270075.24,974810731939.50,189448018656.25,485538209659.18,291082011493.96,2428481338280.98
3032481797614.47,2187368315012.42,2201057966180.31,938564573702.74,1578795794466.65,725303831410.68,1469109022921.31,2243909749497.61,2216042730967.75,,,3394996512485.34,801201660658.72,1702202577874.35,2959868596848.74,1105596486485.40,1328267995275.79,1136006003683.00,537425189707.90,679178471907.29,976418100822.77,188139961509.84,485250915473.10,291635530195.84,2428076596158.98
3033624483855.94,2192997207205.84,2204000943755.42,940640280405.38,1579766192471.45,728453089996.22,1472963556009.80,2248520640831.76,2219548370140.96,,,3403248135668.97,801290338612.49,1704548015877.29,2966369919432.80,1108094740819.79,1330827201845.82,1139991591288.27,537643247084.63,681239633269.00,978030005114.73,186802072285.32,484963848652.42,292206623822.16,2427633595462.93
3034745064977.51,2198660946781.27,2206944247531.25,942765655461.67,1580766632666.34,731603777584.85,1476828104831.83,2253108659868.36,2223047419523.61,,,3411500375137.19,801406918531.54,1706894294245.52,2972864981858.75,1110579255504.35,1333371496115.55,1143956929419.27,537857576261.81,683300848835.99,979646424367.39,185434711940.72,484671836457.07,292795085136.94,2427152333466.15
3035843471469.19,2204291540927.66,2209919762432.38,944902192756.57,1581797106365.96,734755875823.29,1480702609829.63,2257673838527.00,2226539965052.52,,,3419753226423.29,801551224774.63,1709276967260.26,2979353763671.88,1113050038830.75,1335900905437.10,1147902063396.31,538068110721.29,685362118140.11,981267342920.63,184076428541.11,484380001928.39,293400721228.11,2426632807536.65
3036919634960.22,2209889018936.41,2212895618721.41,947049816704.21,1582857606120.40,737909366663.74,1484615212088.09,2262216209822.49,2230026094143.89,,,3428006685103.27,801698347755.99,1711660450638.23,2985836246105.23,1115507102657.33,1338406458122.31,1151828676470.52,538246929088.13,687404392928.47,982892749863.55,182727424518.23,484088345386.23,294023353477.53,2426075015136.85
3037973488211.99,2215453410405.43,2215867934614.79,949208452012.39,1583881169631.59,741061685268.19,1488537685000.77,2266735807857.11,2233521634269.30,,,3436258656686.66,801848285929.51,1714044741004.98,2992288421066.01,1117950462371.17,1340888129615.96,1155735111504.98,538421895731.15,689407474190.40,984513685946.66,181387906922.37,483796867151.06,294662817517.67,2425478953823.28
3039004965111.13,2221052765614.65,2218836756666.01,951390997038.81,1584867793965.32,744212662044.79,1492469977207.81,2271232667813.17,2237026484633.02,,,3444511194718.86,802039845507.88,1716465358526.43,2998771031405.53,1120407577763.11,1343384822872.76,1159622985899.30,538600996333.72,691410628410.87,986130161927.51,180058087487.37,483505567543.91,295318963175.62,2424844621246.27
3040014000662.68,2226687113778.44,2221809826808.94,953610168389.87,1585817476531.79,747362136446.29,1496412040787.26,2275768953352.84,2240532737709.67,,,3452764295133.18,802273058643.06,1718886753647.74,3005247313131.28,1122878433292.83,1345866634585.63,1163492249252.88,538776206026.09,693413854977.83,987742193116.93,178738182692.53,483214446886.40,295975558885.75,2424172015149.73
3041063336711.99,2232356484244.09,2224783263848.03,955840174048.07,1586767158669.02,750509956777.13,1500363831213.15,2280282550998.30,2244048165879.39,,,3461015816800.65,802509126456.05,1721308923093.35,3011717250941.08,1125363017164.95,1348333589610.35,1167342854908.55,538955588302.41,695437416987.74,989358712448.63,177428413820.76,482923505500.72,296648653170.60,2423461133370.89
3042137903307.15,2238060906485.52,2227789008829.31,958080938319.47,1587746849429.96,753655980005.37,1504344053821.20,2284773498075.54,2247572673793.32,,,3469267861951.14,802762440212.66,1723731863605.07,3018156872623.76,1127861321289.45,1350815556778.97,1171174759883.37,539131040538.01,697442084769.57,990970798523.00,176129007012.56,482632743709.66,297338124551.32,2422711973840.11
3043189954874.18,2243800410097.10,2230830887768.61,960307173587.11,1588726537326.02,756800071579.23,1508352736823.87,2289241832965.73,2251106168644.30,,,3477520426853.12,803033208669.59,1726155571941.97,3024633298945.71,1130373341241.91,1353321604170.66,1174987924801.54,539270730734.92,699446872126.97,992614485636.79,174840193315.38,482342161836.59,298043865484.58,2421924534580.68
3044219427864.89,2249575024787.49,2233873134502.45,962544218058.06,1589713160835.16,759942105248.23,1512389909588.62,2293687595098.70,2254633172103.90,,,3485773507810.17,803321644933.56,1728580044880.27,3031146534873.15,1132910376834.45,1355803723895.90,1178761958523.85,539406406789.93,701451778054.90,994253775885.91,173562208727.83,482051760205.44,298765782260.52,2421098813708.64
3045226259834.94,2255384780373.59,2236915747529.04,964791996501.95,1590706727402.21,763081962888.95,1516455602617.22,2298110824946.59,2258169093947.07,,,3494027101160.56,803627966407.46,1731005279213.25,3037696585515.06,1135472431135.82,1358309937914.30,1182496858968.90,539542149729.58,703456801559.74,995924703054.20,172295294238.07,481766950342.02,299503794890.59,2420234809432.66
3046210389437.39,2261194988417.22,2239994456982.83,967050434028.60,1591663353155.76,766219534335.10,1520549847524.88,2302511564017.77,2261698569693.24,,,3502283415750.78,803952394734.53,1733431271751.12,3044283456121.02,1138059509602.86,1360840269090.88,1186192624108.89,539709712597.00,705443011044.42,997600112270.42,171039695855.93,481482372415.08,300257836985.53,2419332520053.89
3047171756416.28,2267040322438.08,2243109242027.09,969319456092.30,1592649984226.47,769354717211.93,1524672677019.58,2306889854850.97,2265221679321.61,,,3510573108147.29,804280386087.55,1735858019320.94,3050907152079.08,1140671620052.47,1363394742235.58,1189908839038.21,539845580879.20,707429365360.16,999279978263.55,169795664638.06,481198026833.76,301027855624.20,2418391943965.85
3048110301600.42,2272920811683.96,2246220641638.14,971598988495.97,1593666615742.70,772487416774.99,1528824124881.25,2311245741009.59,2268738504300.32,,,3518896149877.48,804626782225.64,1738285518766.50,3057567678913.62,1143308772633.20,1365973384080.88,1193585894612.61,539981515885.50,709415863310.30,1000964280495.37,168600595918.28,480877490446.28,301813811213.30,2417439757782.22
3049025966897.22,2278836485504.96,2249328701753.31,973888957395.14,1594713244052.94,775617545752.84,1533004225941.08,2315579267076.20,2272249127577.16,,,3527219686665.63,804991812660.80,1740713766948.22,3064265042283.21,1145970979796.48,1368576223259.17,1197223789187.43,540117517562.50,711383620839.51,1002653003121.61,167454423259.12,480593600529.35,302560735461.54,2416449279341.34
3049918695286.70,2284787373347.53,2252433470095.96,976189289301.74,1595789866722.58,778750975547.72,1537213016060.86,2319890478647.34,2275753633570.44,,,3535543715010.47,805375710951.61,1743110334417.96,3070999247978.47,1148658256267.44,1371203290279.77,1200822521159.50,540217672987.55,713332687340.45,1004337340487.98,166357063051.16,480346388265.46,303268631441.37,2415470429930.91
3050788430815.57,2290773504748.82,2255502968880.50,978499911087.78,1596896482530.45,781887782952.32,1541459882515.19,2324179422328.41,2279252108159.89,,,3543868231443.42,805763625245.86,1745507615805.42,3077770301919.97,1151370619015.44,1373854617505.85,1204382088966.04,540281966498.70,715281960941.10,1006017308152.91,165308414164.79,480135886135.96,303937502385.70,2414503215738.89
3051635118591.51,2296794909330.88,2258540871141.38,980820749988.78,1597996141786.53,785028049383.16,1545707103342.82,2328446145728.77,2282744638677.79,,,3552193232528.22,806170719935.63,1747905608179.02,3084578210156.05,1154108087224.25,1376530239130.98,1207902491083.53,540310383867.68,717231439972.47,1007692926105.57,164308357665.23,479962127899.57,304567351690.14,2413547644711.95
3052458704777.47,2302851616795.09,2261547145738.02,983151733607.11,1599102746891.70,788201166351.05,1549983059298.99,2332736429663.73,2286238734875.74,,,3560485920492.65,806558268034.76,1750304308622.39,3091422978860.74,1156820565156.99,1379230191155.52,1211383726026.65,540302912289.57,719181122783.49,1009368590598.74,163356756595.21,479757831655.61,305158182915.55,2412603726558.61
3053259136586.16,2308942982083.80,2264553818361.29,985492789915.15,1600216297880.98,791371626470.40,1554287787317.76,2337004520301.76,2289727000421.08,,,3568779102267.43,806965459440.39,1752703714234.24,3098274301916.35,1159558161444.91,1381945168344.61,1214825792347.25,540259540373.98,721131007740.78,1011039937691.09,162422565195.20,479590367505.35,305709999790.94,2411671472752.24
3054036362274.63,2315069658166.59,2267560887427.02,987867861523.96,1601336797588.35,794542463235.69,1558621325302.20,2341312386445.99,2293253968872.97,,,3577072774413.17,807353552095.18,1755103822128.32,3105162507019.73,1162320897256.31,1384684494125.04,1218228688633.33,540180258137.53,723081093228.44,1012711348631.21,161536095205.57,479459773956.90,306222806216.54,2410750896534.00
3054799718616.14,2321163663652.17,2270568351359.20,990213731864.70,1602420344549.95,797716819885.35,1562964541530.81,2345637216258.63,2296775199555.57,,,3585334163286.58,807722764397.13,1757504629433.29,3112087600984.40,1165058634178.75,1387399912326.09,1221592413508.11,540065056997.77,725031377647.80,1014378480114.24,160697161929.67,479323827703.35,306696606267.25,2409842012915.56
3055539839642.12,2327293040392.36,2273540552615.97,992569234261.76,1603510845902.90,800927087395.50,1567317376320.10,2349979065424.74,2300290782995.33,,,3593596051747.99,808112331890.73,1759906133292.67,3118976013622.42,1167771350330.22,1390091385401.65,1224916965629.07,539913929768.53,726981859417.18,1016045695457.42,159905563224.92,479182432849.87,307131404196.39,2408944838681.81
3056266135528.96,2333457817977.68,2276509604960.61,994934300261.85,1604564395762.39,804137796879.43,1571679773414.40,2354337990815.35,2303800811132.91,,,3601858436354.78,808483490169.04,1762308330864.71,3125901318764.92,1170459026381.22,1392758878184.35,1228202343687.07,539726870656.63,728932536971.70,1017712994259.49,159161079645.38,479035502865.52,307527204439.65,2408059392393.38
3056969166976.24,2339658026058.19,2279475558256.08,997308861784.46,1605580991897.76,807352179376.56,1576051679941.92,2358714050472.46,2307305377314.57,,,3610121313695.62,808836469481.51,1764711219322.30,3132863523277.84,1173121645521.14,1395441248549.33,1231506871503.68,539503875259.94,730883408763.03,1019380376121.76,158463474663.42,478882960587.16,307884011619.51,2407185694389.00
3057648883191.12,2345893694338.26,2282438464120.91,999692851123.84,1606634540390.87,810567052182.00,1580433046371.21,2363107303594.02,2310841606863.33,,,3618384680390.18,809171504158.16,1767114795852.92,3139856122818.37,1175759193425.92,1398099572087.64,1234792441558.12,539280879773.00,732815790571.90,1021052139625.18,157812494971.09,478724738224.84,308264136997.32,2406323766787.84
3058305234406.23,2352095989600.58,2285398375918.49,1002086200951.03,1607651133784.28,813782409512.92,1584823826468.14,2367517810518.95,2314409560066.08,,,3626648533088.70,809488832652.92,1769519057658.53,3146812024300.03,1178371658226.87,1400733820969.78,1238059025535.35,539057884199.43,734748400198.79,1022719675505.34,157207870860.96,478603195567.41,308667626412.45,2405473633491.63
3058938171874.64,2358333753671.90,2288326690749.46,1004473160308.29,1608630770189.24,816994919167.30,1589223977253.08,2371945632712.22,2318009297533.92,,,3634880146277.41,809788697587.59,1771924001955.47,3153804821519.91,1180959030480.74,1403343969634.33,1241306598275.65,538834888542.83,736681235869.79,1024387293300.39,156613915872.73,478518355642.38,309094535142.56,2404635320186.67
3059547647865.12,2364573468512.02,2291291131917.24,1006869130285.44,1609573448051.20,820207844717.86,1593633458958.69,2376390832749.88,2321640880191.35,,,3643144968928.90,810071345796.38,1774329625974.39,3160834521094.61,1183521303140.95,1405929994762.41,1244535137729.35,538611892806.84,738614295829.36,1026054992621.72,156030751860.44,478470242719.75,309544927800.27,2403808854345.79
3060133615657.37,2370848738851.82,2294291674242.59,1009274046668.41,1610479166148.47,823417801426.29,1598052234988.00,2380853474304.24,2325274433045.46,,,3651442974162.73,810359857970.88,1776735926960.18,3167901129753.30,1186058471529.99,1408491875252.82,1247744624913.03,538420573632.46,740547578340.08,1027727030086.70,155458500276.43,478391639848.65,309979859177.09,2402994265230.00
3060696029537.48,2377159594524.03,2297328292988.94,1011687845615.05,1611347923590.88,826624708162.19,1602480271872.86,2385333622128.93,2328916958112.05,,,3659776623676.75,810654227855.82,1779142902171.82,3175004654335.69,1188620751489.41,1411029592198.16,1250935043867.00,538260929586.90,742481081682.47,1029399128230.60,154897282078.65,478307280187.95,310399425647.73,2402191583890.25
3061234844793.43,2383437074538.43,2300397555297.24,1014110463656.36,1612179719818.75,829828490592.19,1606946058742.65,2389831342044.12,2332568342136.91,,,3668143430876.26,810954449077.99,1781550548882.38,3182145101790.01,1191208147617.86,1413591582420.36,1254106381614.26,538097021082.69,744433373486.31,1031075526684.11,154347217635.58,478217098203.69,310803735665.67,2401400843168.81
3061750017710.69,2389749131712.98,2303499490281.50,1016541837697.61,1612974554601.79,833029081046.30,1611411947039.34,2394346700921.71,2336214587361.24,,,3676543369800.67,811277062176.65,1783958864378.87,3189322479171.00,1193781961902.32,1416129396902.12,1257258628120.61,537964797765.11,746404401175.84,1032751968243.86,153808426628.60,478127025949.31,311192909735.10,2400622077700.74
3062241505568.05,2396062238433.48,2306601927624.17,1018981905019.32,1613739397905.89,836233344690.42,1615887039889.34,2398879766670.56,2339855788812.27,,,3684976415087.73,811605705936.56,1786367845962.19,3196536793637.87,1196380909992.60,1418643019037.42,1260391776256.17,537864269270.67,748357038516.96,1034424228300.98,153281027952.12,478037063483.43,311559047868.36,2399855323915.02
3062709266633.42,2402410918939.06,2309704865300.44,1021430603278.14,1614534222143.07,839441342441.50,1620371311107.54,2403430608221.75,2343492042868.36,,,3693442541968.96,811940373040.58,1788777490947.05,3203788052452.36,1199005003656.04,1421132434358.71,1263505821758.04,537795448243.48,750328376947.78,1036096547969.73,152765139611.53,477947210864.64,311941034893.71,2399100620035.72
3063153260159.83,2408759563451.23,2312840522087.52,1023887870507.66,1615359027496.74,842613998017.45,1624864737489.67,2407999295513.88,2347123447250.55,,,3701944280400.24,812281056049.57,1791187796661.84,3211076262976.74,1201654256829.58,1423607243679.38,1266600763194.20,537758350330.53,752318369716.48,1037764722375.00,152260878619.02,477857468151.54,312338759239.63,2398358006082.89
3063573446381.51,2415074649622.14,2316008927823.75,1026353645119.08,1616153841325.51,845783388850.83,1629367298772.51,2412585899478.41,2350793797959.97,,,3710479077619.58,812666901424.38,1793598760448.62,3218401432671.77,1204328685593.14,1426106341407.83,1269676601928.59,537752994174.48,754326975312.53,1039432975556.68,151768360887.53,477767835402.68,312752122309.67,2397627523873.43
3064033021499.40,2421425270847.94,2319213409900.74,1028827865901.87,1616941681028.23,848956551873.21,1633878977594.66,2417190492025.04,2354496283976.17,,,3719014261790.78,813097925941.09,1796010379662.97,3225763569094.84,1207028308142.80,1428620105242.59,1272732280491.94,537779401403.59,756354157407.99,1041097125164.58,151253894836.59,477678312676.59,313181038449.41,2396909217021.70
3064468732811.74,2427811455094.03,2322453942410.16,1031310472024.23,1617736484497.28,852162059145.63,1638428312212.86,2421818911128.42,2358230966338.25,,,3727549830251.37,813574144503.45,1798389912790.63,3233162679897.90,1209753144763.62,1431148518394.69,1275767797508.42,537837596619.18,758362931019.55,1042765545320.17,150718141216.66,477588900031.80,313625434903.86,2396203130940.10
3064880542682.16,2434233230375.13,2325691714867.59,1033801403033.51,1618531282748.04,855371392895.57,1643006227825.44,2426465361577.29,2361997906343.34,,,3736085780363.06,814095570139.57,1800770070318.27,3240555322646.66,1212503217802.13,1433691566971.99,1278783154279.58,537927607380.35,760390257936.66,1044438204091.49,150161791779.24,477499597526.80,314085251765.26,2395509312839.42
3065278403657.37,2440690624750.53,2328926781508.03,1036322730251.58,1619356063437.10,858577384390.59,1647612734935.17,2431090779361.95,2365797165536.22,,,3744654736540.02,814662214000.09,1803150849778.92,3247941473076.08,1215278551638.61,1436249239955.06,1281759247092.18,538049464186.04,762436107294.09,1046115074122.34,149585570799.83,477410405220.03,314560441911.84,2394827811729.09
3065691187344.73,2447183666319.41,2332159198240.29,1038852081249.16,1620180839431.31,861787238972.32,1652247845244.56,2435739980848.18,2369591972603.67,,,,815256670569.11,1805532248717.99,3255321108523.77,1218079172659.09,1438821529172.90,1284696075863.68,538203200454.62,764500453261.80,1047796132596.88,149023258892.27,477321323169.97,315050970937.50,2394158678417.27
3066090051037.51,2453712383216.29,2335395424521.50,1041389397518.99,1621005610734.50,865001018921.91,1656911571637.19,2440390534014.20,2373419249285.70,,,,815878664589.06,1807914264693.18,3262694207911.42,1220854735147.23,1441408429278.56,1287593640513.53,538392963025.51,766583274984.02,1049481361204.27,148475014106.69,477232351435.01,315556817072.83,2393501965510.78
3066464967818.17,2460276803606.42,2338635400010.64,1043934620939.29,1621830377350.48,868250810246.61,1661603928159.00,2445042431131.22,2377279058216.13,,,,816527924503.35,1810296895274.43,3270060751726.49,1223669093442.50,1444009937724.45,1290451940963.08,538586949508.70,768705365281.90,1051162468239.70,147940992853.35,477143490073.55,316077971097.65,2392857727414.91
3066825998242.47,2466876955681.37,2341879066657.95,1046487693773.47,1622685129151.05,871504634216.04,1666324929999.62,2449695664526.95,2381171462234.23,,,,817161138968.66,1812680138043.80,3277420722004.21,1226458352377.48,1446596841948.60,1293270977135.52,538816896858.98,770845909753.57,1052839471657.53,147421349722.08,477048525795.62,316614436245.17,2392226020333.03
3067173186907.96,2473444885491.47,2345158696616.19,1049048558669.85,1623509886857.66,874762563165.81,1671074593473.72,2454333358728.47,2385029429338.70,,,,817821422008.06,1815063990595.47,3284774102309.87,1229222487464.69,1449169144473.63,1296050748955.90,539050991169.21,773004897564.54,1054512393637.41,146916237298.72,476916943187.72,317166228098.17,2391633318769.54
3067506579712.73,2480015304675.87,2348474265213.83,1051617158661.20,1624364631058.43,878024673570.88,1675852936002.33,2458989215899.12,2388896178884.02,,,,818508505645.83,1817448450535.60,3292120877721.37,1231961476656.30,1451765724292.61,1298791256351.01,539289194870.48,775145459062.61,1056181260551.70,146393875298.91,476815885035.10,317733374477.18,2391053234739.30
3067826223856.76,2486586880763.16,2351787174801.74,1054193437164.30,1625249364300.95,881291045965.46,1680640385886.08,2463663306500.50,2392771586292.34,,,,819179589127.52,1819833515482.31,3299461034812.10,1234675300312.33,1454347714546.40,1301492499249.41,539531478941.28,777267604833.02,1057846102933.21,145855120326.49,476745327398.29,318315915321.04,2390485828424.93
3068132167843.34,2493194308367.59,2355097476886.18,1056777337979.39,1626141055133.57,884554116166.33,1685418914067.94,2468355701931.73,2396655529627.22,,,,819834913900.36,1822219183065.58,3306838076866.13,1237363941170.03,1456953998031.25,1304154477581.32,539777822890.83,779408190197.47,1059515130404.40,145332309667.24,476705250172.51,318913902559.88,2389931161801.04
3068424461480.53,2499837615993.60,2358443744366.62,1059408027824.91,1627039700634.95,887813794602.72,1690206530869.87,2473066474515.39,2400571985152.58,,,,820535054867.34,1824603285817.92,3314252007905.22,1240027384314.36,1459584585288.55,1306777191278.64,540028214741.46,781567204557.48,1061180154486.15,144825616016.53,476695637103.39,319488412638.57,2389389298633.04
3068703155882.77,2506516832149.21,2361787457372.79,1062046239004.68,1627938340964.25,891105780275.80,1695003211246.31,2477795697483.33,2404484300176.73,,,,821201531469.62,1826985891174.52,3321702832079.43,1242665617149.56,1462239488736.66,1309360640274.90,540282651010.14,783707806510.10,1062849341011.23,144335209134.20,476716475798.99,320039509746.01,2388860304475.81
3068968303472.49,2513164013416.21,2365128669788.15,1064731148079.20,1628836976126.39,894394233181.95,1699790976107.90,2482543444962.69,2408405056611.36,,,,821834317259.64,1829367068745.16,3329190553665.22,1245278629371.79,1464918722651.95,1311904824505.18,540541136689.05,785830006414.09,1064522659150.95,143861255601.70,476767757738.04,320567266925.01,2388344246672.23
3069219957981.86,2519779193853.71,2368438054062.43,1067423476061.37,1629735606126.25,897714881203.27,1704587788133.39,2487275677239.06,2412334134838.08,,,,822433387358.35,1831746890300.55,3336671638068.16,1247866412942.83,1467622303149.65,1314409743906.12,540803685225.27,787970631653.39,1066200082561.87,143403918577.63,476812768029.55,321095271153.05,2387841194351.48
3069458174454.56,2526362407778.59,2371783399300.10,1070123166912.34,1630634230968.73,901031873164.56,1709393625397.11,2492026471964.77,2416271417844.40,,,,823017220794.31,1834125429758.94,3344189616818.14,1250440767967.11,1470350248164.40,1316895544682.55,541070318499.57,790129671857.94,1067881589351.73,142963357552.32,476851508875.67,321600043659.72,2387351218427.26
3069683009247.71,2532913689766.50,2375161697387.03,1072830165004.92,1631495898245.27,904317246218.85,1714228146157.56,2496795903578.56,2420216791206.59,,,,823586068058.86,1836502763172.67,3351744494008.14,1253001704683.13,1473063711149.62,1319342079339.90,541341066804.32,792270313267.27,1069567162045.31,142539728102.12,476883991934.88,322081674923.84,2386874391595.77
3069894520033.76,2539501038880.30,2378572978039.91,1075544415122.12,1632327566799.79,907602879745.10,1719091364316.41,2501584047385.45,2424170143072.50,,,,824140183739.08,1838848015720.34,3359336273856.06,1255549236500.25,1475791805596.77,1321749347870.97,541615968820.51,794431813226.31,1071248714090.07,142133181644.36,476910238319.65,322524658114.22,2386410788333.54
3070092765802.56,2546056521906.16,2382017271378.46,1078265862455.82,1633189223834.74,910856937827.80,1723983294870.08,2506390979542.83,2428131364144.36,,,,824679826549.61,1841192133941.45,3366964960702.84,1258110217516.19,1478544297546.75,1324117350269.36,541895071593.81,796611724300.34,1072926262633.40,141743865193.49,476930278595.99,322928977486.34,2385960484895.12
